quarter,ngov,ngdp,pgdp,pop,recession,unemp,news,rgdp,nfedcurrreceipts_nipa,ndeficit_nipa,tbill,zlb_dummy,rgdp_potcbo,rgdp_pott6,unemp_altcr,rgdp_altcr,pgdp_altcr,ngdp_altcr,ntotrev_nipa,pubfeddebt_treas,fedrevq_treas,fedexpq_treas,nfedexp_nipa,hpunemp_split,hpunemp_full,tbill_interp,nydiscrate
1923.75,7.461472,86.85,0.0989869,112667.66,1.00,4.35,0.000,877.4352,3.478432,-0.7087111,4.01,0.00,856.7594,857.7307,5.16,881.925,0.0991281,87.42354959,,21.82331,3.8110792,3.1725035,2.863733,5.0692141,8.186079617,4.01,
1924.00,6.660392,90.48,0.0997765,113208.16,1.00,5.02,0.000,906.8693,3.61199,-1.317533,3.62,0.00,863.1539,864.683,5.75,914.0073,0.0994779,90.92352679,,21.52625,3.9574092,2.6499952,2.392079,5.0492253,8.252400549,3.62,
1924.25,7.745282,86.27,0.0982164,113748.66,1.00,5.62,0.000,878.3807,3.485342,-0.9312263,2.70,0.00,869.6039,871.7096,6.21,886.3036,0.0976272,86.52733882,,21.25081,3.8186499,2.9338584,2.648314,5.0289728,8.319137781,2.70,
1924.50,7.944488,85.00,0.0983499,114252.34,1.00,5.34,0.000,864.2337,3.247258,-0.707067,1.99,0.00,876.1096,878.8113,5.78,871.696,0.0975957,85.07378131,,21.03084,3.5577973,2.9113034,2.627955,5.008474,8.386251229,1.99,
1924.75,7.986835,89.33,0.0994972,114682.34,0.00,5.18,0.000,897.8444,3.557621,-1.054174,2.52,0.00,882.6729,885.9894,5.46,903.8576,0.098699,89.20984126,,20.84783,3.8978411,2.8798912,2.5996,4.9877474,8.453698107,2.52,
1925.00,8.578964,91.05,0.1009205,115112.34,0.00,5.16,0.000,902.2252,3.264013,-0.5599077,2.67,0.00,889.2943,893.2449,5.29,904.9648,0.1002103,90.6867941,,20.68246,3.5761548,3.0933929,2.792322,4.9668113,8.521432577,2.67,
1925.25,7.814584,89.95,0.0997666,115542.34,0.00,4.96,0.000,901.5927,3.223901,-0.773248,2.79,0.00,895.9747,900.5788,5.06,902.3207,0.099152,89.46690205,,20.51619,3.532207,2.8114125,2.537786,4.9456847,8.589405532,2.79,
1925.50,8.327534,92.55,0.1007701,115959.66,0.00,4.58,0.000,918.389,3.412778,-0.812309,3.08,0.00,902.7151,907.9915,4.81,918.5018,0.100226,92.05776141,,20.33005,3.739146,2.983036,2.692706,4.9243864,8.657564498,3.08,
1925.75,8.128528,94.89,0.1012888,116351.66,0.00,4.03,0.000,936.8158,3.382682,-0.8573353,3.56,0.00,909.5163,915.4839,4.53,937.8154,0.1008065,94.53788812,,20.12313,3.7061723,2.8989137,2.616771,4.9029355,8.725853368,3.56,
1926.00,7.983655,96.27,0.1012824,116743.66,0.00,3.36,0.000,950.4689,3.529795,-1.066558,3.27,0.00,916.3796,923.0575,4.23,953.9486,0.1008518,96.20743342,,19.89457,3.8673533,2.8345117,2.558637,4.8813504,8.794211956,3.27,
1926.25,8.533439,96.87,0.1011772,117135.66,0.00,2.82,0.000,957.4539,3.529772,-0.9139583,3.06,0.00,923.3062,930.7133,3.96,962.425,0.1006733,96.89050075,,19.64321,3.8673287,3.0035388,2.711213,4.8596491,8.86257538,3.06,
1926.50,7.896988,99.55,0.1012506,117533.50,0.00,2.46,0.000,983.2485,3.898065,-1.526548,3.27,0.00,930.2967,938.4519,3.72,988.8285,0.1005504,99.42710121,,19.36868,4.2708414,2.743928,2.476869,4.8378477,8.930873319,3.27,
1926.75,8.621143,100.34,0.1012332,117943.00,1.00,2.96,0.000,991.1433,3.584044,-1.03085,3.33,0.00,937.3522,946.2742,4.17,996.1953,0.1002172,99.83590362,,19.08107,3.9267909,2.9357923,2.65006,4.8159604,8.999029411,3.33,
1927.00,8.986539,98.77,0.0998953,118352.50,1.00,3.32,0.000,988.7603,3.519731,-0.9273598,3.24,0.00,944.4742,954.1813,4.35,992.179,0.0984643,97.69421071,,18.7917,3.856327,2.9772677,2.687499,4.793999,9.066960825,3.24,
1927.25,8.514845,98.40,0.0988567,118762.00,1.00,3.59,0.000,995.4204,3.649075,-1.246381,3.26,0.00,951.6635,962.1741,4.40,998.2601,0.0973052,97.13589868,,18.5119,3.9980407,2.7710125,2.501318,4.7719735,9.134578691,3.26,
1927.50,9.165153,97.47,0.099455,119157.84,1.00,4.12,0.000,980.0005,3.579025,-1.008806,2.78,0.00,958.9213,970.2538,4.68,983.2205,0.0980431,96.3979858,,18.25219,3.9212914,2.9545021,2.666949,4.7498924,9.20178839,2.78,
1927.75,8.935633,95.93,0.0998305,119526.34,1.00,4.57,0.000,960.8961,3.491747,-0.9843411,3.10,0.00,966.2487,978.4215,4.85,965.4512,0.0988553,95.43996801,,18.01371,3.8256671,2.8823036,2.601777,4.7277629,9.268489759,3.10,
1928.00,9.336145,95.35,0.0985761,119894.84,0.00,4.82,0.256,967.2984,3.848528,-1.205223,3.30,0.00,973.6469,986.6776,4.84,974.2644,0.0983513,95.82017028,,17.79756,4.2165675,3.0435385,2.74732,4.7055917,9.33457755,3.30,
1928.25,9.024231,96.58,0.0986897,120263.34,0.00,5.20,0.000,978.5892,3.319068,-0.7335606,3.81,0.00,981.1167,995.0234,5.21,986.6449,0.0989594,97.63778732,,17.60429,3.6364744,2.9636556,2.675212,4.6833854,9.399941822,3.81,
1928.50,9.25681,99.12,0.099053,120613.84,0.00,4.93,0.000,1000.683,3.287936,-0.6211834,4.35,0.00,988.6599,1003.46,5.20,1008.499,0.0995635,100.4096902,,17.4351,3.6023652,3.0527288,2.755615,4.6611505,9.464468115,4.35,
1928.75,9.433699,99.34,0.0982655,120928.34,0.00,4.01,0.000,1010.927,3.41826,-0.68799,4.41,0.00,996.2777,1011.988,4.83,1016.893,0.0987488,100.4169635,,17.27592,3.7451524,3.1269971,2.822655,4.6388943,9.528037774,4.41,
1929.00,9.617076,101.66,0.0985411,121242.84,0.00,2.65,0.000,1031.677,3.818142,-0.9375796,4.55,0.00,1003.971,1020.609,4.21,1034.248,0.098744,102.1257845,10.47242,17.11265,4.0505452,3.2070587,2.979364,4.616624,9.590527612,4.55,
1929.25,9.314124,106.07,0.0986553,121557.34,0.00,1.98,0.000,1075.196,3.754627,-0.9943631,4.90,0.00,1011.741,1029.323,3.94,1075.324,0.0986652,106.0970575,10.44171,16.93108,4.0499371,3.1212158,2.859158,4.5943466,9.651808921,4.90,
1929.50,9.485061,108.10,0.0997282,121885.41,1.00,2.55,0.000,1083.95,3.744013,-0.993305,4.61,0.00,1019.59,1038.132,4.47,1082.679,0.0996309,107.8682832,10.7037,16.71702,4.1322554,3.1903314,2.852851,4.5720668,9.711746055,4.61,
1929.75,9.983741,102.43,0.0989154,122240.66,1.00,4.37,0.000,1035.578,3.483219,-0.674752,3.62,0.00,1027.518,1047.037,5.82,1034.149,0.0987998,102.1737144,10.38217,16.50087,3.9826052,3.3321182,2.908627,4.5497868,9.770195693,3.62,
1930.00,10.31596,98.08,0.097944,122595.91,1.00,6.38,0.000,1001.359,3.183901,-0.4060693,3.23,0.00,1035.527,1056.039,6.38,1000.799,0.0978967,97.97491946,10.03052,16.31331,3.8175734,3.3767988,2.875927,4.542534481,9.827007358,3.23,
1930.25,10.40615,96.84,0.0969331,122951.16,1.00,6.84,0.000,999.0878,3.41028,-0.5868859,2.43,0.00,1043.618,1065.138,6.84,999.0812,0.0969318,96.84273906,11.41916,16.1853,4.2995664,3.3807513,2.936737,4.535282162,9.882025178,2.43,
1930.50,9.978305,89.89,0.0942645,123268.09,1.00,9.45,0.000,953.616,2.539973,0.3826287,1.71,0.00,1051.793,1074.336,9.45,953.8859,0.0942871,89.93913524,9.088737,16.1472,3.375854,3.2559693,3.014245,4.528029843,9.935089834,1.71,
1930.75,10.49959,84.21,0.0922584,123508.34,1.00,13.10,0.000,912.737,2.465846,1.010326,1.54,0.00,1060.054,1083.634,13.10,913.0338,0.0922845,84.25886772,9.461585,16.22195,3.3880912,3.5560084,3.573091,4.520777525,9.986038967,1.54,
1931.00,11.742,82.04,0.0893626,123748.59,1.00,13.56,0.000,918.0713,1.981135,2.674483,1.21,0.00,1068.401,1093.033,13.56,918.1936,0.089373,82.06171661,8.174454,16.43256,2.7599951,3.7368519,4.740664,4.513525206,10.03470973,1.21,
1931.25,9.467847,81.12,0.0865373,123988.84,1.00,13.98,0.000,937.4265,2.151032,1.968275,0.99,0.00,1076.835,1102.533,13.98,937.4291,0.0865375,81.12277074,9.556201,16.80128,2.9400595,3.75917,4.223946,4.506272887,10.08094241,0.99,
1931.50,10.96109,76.32,0.0844571,124215.66,1.00,16.12,0.000,903.6712,1.846392,3.163138,0.77,0.00,1085.36,1112.137,16.12,903.6116,0.0844521,76.3118972,8.809753,17.35273,2.3826123,4.7555632,5.113672,4.499020568,10.12458078,0.77,
1931.75,8.629058,70.39,0.081843,124415.66,1.00,18.95,0.000,860.0309,1.621441,2.194103,2.65,0.00,1093.975,1121.844,18.95,859.9656,0.0818374,70.37734879,8.259591,18.02531,1.9798144,4.9030363,3.921718,4.491768249,10.16547256,2.65,
1932.00,8.451522,65.12,0.0783108,124615.66,1.00,19.70,0.000,831.5475,1.501511,1.873243,2.47,0.00,1102.684,1131.657,19.70,831.5219,0.0783086,65.11531586,8.10367,18.756,1.7423878,4.0171888,3.487675,4.48451593,10.20347144,2.47,
1932.25,10.23528,60.07,0.0757749,124815.66,1.00,22.91,0.000,792.7305,1.425442,2.404242,0.53,1.00,1111.486,1141.576,22.91,792.73,0.0757748,60.0689572,7.694689,19.48699,1.5911857,4.9602114,3.934662,4.477263612,10.23843989,0.53,
1932.50,8.996817,57.33,0.0748146,125010.75,1.00,24.81,0.000,766.2608,1.52603,1.753535,0.36,1.00,1120.385,1151.602,24.81,766.2728,0.0748157,57.32923592,7.865755,20.15534,1.6577851,5.1844418,3.375658,4.470011293,10.27024991,0.36,
1932.75,8.316385,55.81,0.0732196,125196.00,1.00,24.14,0.000,762.2612,1.947017,1.16898,0.15,1.00,1129.381,1161.736,24.14,762.2753,0.0732209,55.81448351,9.135885,20.83457,2.0353928,4.1064669,3.202006,4.462758974,10.29878613,0.15,
1933.00,8.578256,50.93,0.0709278,125381.25,1.00,22.76,0.000,718.0712,1.974505,1.553879,0.99,1.00,1138.476,1171.979,22.76,718.077,0.0709283,50.93198088,7.890282,21.60385,1.9598648,4.3525802,3.561316,4.455506655,10.32394775,0.99,
1933.25,8.965272,55.44,0.0718209,125566.50,0.00,23.44,0.000,771.9366,2.460526,1.559975,0.42,1.00,1147.673,1182.333,23.44,771.9371,0.0718209,55.44121727,8.558254,22.53866,2.3349572,4.7485113,4.019411,4.448254336,10.34564781,0.42,
1933.50,7.279022,63.05,0.0752505,125756.25,0.00,20.99,0.000,837.8253,2.708242,0.8451283,0.23,1.00,1156.972,1192.799,20.99,837.8223,0.0752503,63.04637942,8.456833,23.71239,2.4715265,4.0963646,3.533684,4.441002017,10.36381178,0.23,
1933.75,10.77745,59.53,0.0758008,125955.00,0.00,20.59,0.000,785.3669,3.256727,2.441018,0.42,1.00,1166.376,1203.376,20.59,785.3635,0.0758005,59.53094598,9.494633,24.96849,2.9430768,6.4488127,5.685588,4.433749699,10.37837823,0.42,
1934.00,11.86049,64.40,0.0768725,126153.75,0.00,18.69,0.875,837.713,3.339511,3.458299,0.53,1.00,1175.886,1214.068,18.69,837.7114,0.0768724,64.39688583,9.609986,26.14249,3.0998266,8.9185772,6.840881,4.42649738,10.38929634,0.53,
1934.25,10.25645,68.82,0.0771025,126352.50,0.00,19.03,0.000,892.6404,3.443994,2.725959,0.15,1.00,1185.505,1224.875,19.03,892.6404,0.0771025,68.82480644,9.821284,27.05313,3.3055698,6.7002451,6.261169,4.419245061,10.39652551,0.15,
1934.50,9.795831,67.02,0.0780539,126558.09,0.00,22.63,0.000,858.6119,3.420507,2.586754,0.18,1.00,1195.233,1235.797,22.63,858.6127,0.078054,67.01815569,9.713625,27.54103,3.4153131,6.3395008,6.131264,4.411992742,10.40003345,0.18,
1934.75,10.88723,67.01,0.0779311,126777.34,0.00,23.51,0.000,859.8347,3.395988,3.228989,0.25,1.00,1205.074,1246.836,23.51,859.8356,0.0779311,67.00793413,9.655104,27.83014,3.4752312,6.918842,6.766686,4.404740423,10.39979648,0.25,
1935.00,9.513394,72.03,0.0788608,126996.59,0.00,19.52,0.000,913.4298,3.503835,2.017967,0.18,1.00,1215.029,1257.993,19.52,913.4302,0.0788608,72.03383632,10.02722,28.14227,3.6209382,5.8866377,5.671335,4.397488104,10.39580317,0.18,
1935.25,10.73357,72.32,0.0790439,127215.84,0.00,19.35,0.000,914.9796,3.823277,2.333102,0.15,1.00,1225.099,1269.27,19.35,914.9796,0.0790439,72.323556,10.9339,28.70089,3.9245174,6.5030203,6.338398,4.390235786,10.38805518,0.15,
1935.50,12.72703,74.20,0.0790439,127430.25,0.00,19.44,0.000,938.6635,3.70927,3.764934,0.17,1.00,1235.289,1280.666,19.44,938.6633,0.0790438,74.19551415,10.52097,29.73109,3.716697,7.5966778,7.683924,4.382983467,10.3765633,0.17,
1935.75,11.82601,78.49,0.0793715,127635.00,0.00,18.59,0.000,988.9271,3.763619,3.483997,0.17,1.00,1245.598,1292.184,18.59,988.9268,0.0793714,78.49250461,10.51791,31.04138,3.6711147,6.7836624,7.506344,4.375731148,10.36134729,0.17,
1936.00,12.21776,78.77,0.0794299,127839.75,0.00,17.11,0.000,991.6912,4.297721,3.61821,0.20,1.00,1256.029,1303.825,17.11,991.691,0.0794299,78.76991696,11.76563,32.44588,4.0730834,6.6092962,8.274895,4.368478829,10.34243597,0.20,
1936.25,13.52224,83.21,0.0790733,128044.50,0.00,17.49,0.000,1052.287,4.518056,4.496292,0.20,1.00,1266.585,1315.589,17.49,1052.287,0.0790733,83.20780564,12.00471,33.77853,4.2311053,11.922362,9.423185,4.36122651,10.31986637,0.20,
1936.50,13.63163,86.87,0.0803322,128246.00,0.00,16.29,0.000,1081.341,4.750451,4.311811,0.17,1.00,1277.268,1327.479,16.29,1081.341,0.0803323,86.86660961,12.12477,34.81742,4.4667043,6.923524,9.491508,4.353974191,10.29368231,0.17,
1936.75,14.22837,90.68,0.0812046,128441.00,0.00,15.86,0.000,1116.681,4.833771,4.373686,0.12,1.00,1288.08,1339.494,15.86,1116.681,0.0812046,90.67963393,11.70489,35.59527,4.5972728,7.2697486,9.610411,4.346721872,10.26393476,0.12,
1937.00,14.57221,92.74,0.0833152,128636.00,0.00,14.34,0.000,1113.071,5.798187,2.952473,0.23,1.00,1299.023,1351.636,14.34,1113.071,0.0833152,92.73573298,13.11472,36.12585,5.6182749,7.7816823,9.153763,4.339469554,10.2306807,0.23,
1937.25,13.1685,95.93,0.0839626,128831.00,1.00,13.62,0.000,1142.576,6.912961,0.4904242,0.44,1.00,1310.1,1363.906,13.62,1142.576,0.0839626,95.93365166,14.91486,36.4246,6.8657484,8.3450449,7.819854,4.332217235,10.19398268,0.44,
1937.50,12.90005,96.18,0.084319,129045.00,1.00,12.94,0.000,1140.653,6.868715,0.1761236,0.29,1.00,1321.313,1376.306,12.94,1140.653,0.084319,96.17872031,14.54559,36.50686,7.0449559,7.0717427,7.431357,4.324964916,10.1539074,0.29,
1937.75,11.75925,87.39,0.0822832,129297.00,1.00,15.12,0.000,1062.1,6.820136,-0.4190192,0.13,1.00,1332.664,1388.837,15.12,1062.1,0.0822832,87.39298672,14.62482,36.54394,7.2260747,6.4164442,6.795027,4.317712597,10.11052494,0.13,
1938.00,12.37871,83.18,0.0814433,129549.00,1.00,18.39,0.000,1021.273,5.84844,1.169541,0.09,1.00,1344.157,1401.499,18.39,1021.273,0.0814433,83.17584332,13.1266,36.7062,6.4091426,6.6825118,7.399524,4.310460278,10.0639082,0.09,
1938.25,13.1933,84.18,0.0809219,129801.00,1.00,19.82,0.076,1040.223,5.732067,1.971936,0.06,1.00,1355.793,1414.294,19.82,1040.223,0.0809219,84.17682158,13.27168,37.16473,6.3238264,7.1893019,8.099425,4.303207959,10.01413507,0.06,
1938.50,15.15524,89.46,0.0811405,130057.25,0.00,19.21,0.000,1102.563,5.901088,3.187451,0.07,1.00,1367.575,1427.223,19.21,1102.563,0.0811405,89.4625131,13.87738,38.09265,6.3732935,8.5038529,9.4935,4.295955641,9.961291764,0.07,
1938.75,16.07275,92.72,0.0808544,130322.00,0.00,17.37,0.000,1146.741,6.518405,3.271072,0.04,1.00,1379.505,1440.287,17.37,1146.741,0.0808544,92.71905551,15.32435,39.25994,6.8579953,9.2620889,10.20755,4.288703322,9.905474312,0.04,
1939.00,15.55971,91.16,0.0803727,130586.75,0.00,17.75,0.500,1134.272,5.800146,3.832434,0.03,1.00,1391.588,1453.488,17.75,1134.272,0.0803727,91.16450317,13.4164,40.4394,5.9222506,9.1882563,9.956051,4.281451003,9.846787982,0.03,
1939.25,15.39068,91.47,0.0797008,130851.50,0.00,17.28,0.000,1147.652,6.102783,3.540641,0.03,1.00,1403.824,1466.826,17.28,1147.652,0.0797008,91.46878252,13.8876,41.39999,6.0264609,9.6098012,9.945308,4.274198684,9.785345511,0.03,
1939.50,14.71604,95.02,0.0803304,131119.17,0.00,16.06,0.700,1182.822,6.411402,2.520618,0.08,1.00,1416.218,1480.304,16.06,1182.822,0.0803304,95.01656439,14.35583,41.91076,5.9832704,9.5904024,9.21955,4.266946365,9.721267538,0.08,
1939.75,15.13357,96.26,0.0809162,131392.67,0.00,15.44,0.000,1189.654,6.885671,2.506307,0.05,1.00,1428.771,1493.92,15.44,1189.654,0.0809162,96.26228099,15.14017,42.17711,6.5133688,9.4246932,9.679091,4.259694046,9.654682203,0.05,
1940.00,15.15303,99.61,0.0806885,131666.17,0.00,15.06,0.000,1234.524,7.353699,2.62395,0.02,1.00,1441.487,1507.678,15.06,1234.524,0.0806885,99.61188977,15.89164,42.4051,6.8829498,9.4764646,10.27159,4.252441728,9.585723978,0.02,
1940.25,14.81771,100.77,0.0812081,131939.67,0.00,14.25,31.600,1240.92,7.691328,1.832784,0.06,1.00,1454.37,1521.579,14.25,1240.92,0.0812081,100.7727555,16.12789,42.79999,6.8124104,9.3804415,9.816534,4.245189409,9.514533126,0.06,
1940.50,14.90522,104.05,0.0813307,132228.67,0.00,13.33,0.000,1279.343,8.29795,1.062177,0.05,1.00,1467.421,1535.622,13.33,1279.343,0.0813307,104.0498617,16.61046,43.56669,7.2523575,9.8034443,9.657539,4.23793709,9.441255376,0.05,
1940.75,17.52403,107.40,0.0820127,132548.67,0.00,13.36,4.900,1309.613,9.457023,2.081088,0.02,1.00,1480.644,1549.811,13.36,1309.613,0.0820127,107.4048981,17.77001,44.71745,7.8243899,12.499342,11.85433,4.230684771,9.366041195,0.02,
1941.00,21.09405,115.36,0.0832686,132868.67,0.00,11.26,7.000,1385.384,12.40952,3.141655,0.06,1.00,1494.042,1564.145,11.26,1385.384,0.0832686,115.3589861,21.54476,46.26084,9.4680153,15.676436,15.93342,4.223432452,9.289044932,0.06,
1941.25,24.17447,126.19,0.0855351,133188.67,0.00,10.50,44.300,1475.259,14.33052,3.723442,0.11,1.00,1507.618,1578.627,10.50,1475.259,0.0855351,126.1864261,23.38149,48.19999,10.303237,16.632777,18.45927,4.216180133,9.210424928,0.11,
1941.50,29.29959,133.23,0.0879928,133523.50,0.00,8.88,0.000,1514.15,15.91861,6.948471,0.12,1.00,1521.377,1593.256,8.88,1514.15,0.0879928,133.2342981,24.77295,50.57452,9.5027571,22.050033,23.27921,4.208927814,9.130341493,0.12,
1941.75,37.03188,143.42,0.0904035,133888.00,0.00,7.11,97.000,1586.407,16.94135,13.38643,0.23,1.00,1535.321,1608.036,7.11,1586.407,0.0904035,143.4167452,25.5008,54.09575,13.138706,29.320248,30.72811,4.201675496,9.048956229,0.23,
1942.00,43.53841,147.14,0.0919243,134252.50,0.00,6.53,0.000,1600.625,20.55323,16.52685,0.26,1.00,1549.452,1622.966,6.53,1600.625,0.0919243,147.1363327,30.05695,59.5143,19.133719,38.522002,37.52213,4.194423177,8.966430489,0.26,
1942.25,58.91716,160.10,0.0933798,134617.00,0.00,5.01,29.000,1714.538,21.26633,30.99149,0.35,1.00,1563.776,1638.048,5.01,1714.538,0.0933798,160.1032155,30.33425,67.79999,16.760818,50.655721,52.66833,4.187170858,8.882923685,0.35,
1942.50,74.5041,171.11,0.0940335,135016.58,0.00,3.76,66.200,1819.646,22.66184,44.90874,0.38,1.00,1578.296,1653.283,3.76,1819.646,0.0940335,171.1076821,31.36566,80.01308,18.528226,67.571037,67.95617,4.179918539,8.798592796,0.38,
1942.75,85.04033,186.30,0.0954224,135486.33,0.00,3.10,0.000,1952.391,24.7186,52.77291,0.38,1.00,1593.015,1668.672,3.10,1952.391,0.0954224,186.301835,33.04314,95.07947,20.592952,79.660382,77.85336,4.17266622,8.713590925,0.38,
1943.00,93.41652,192.03,0.0962394,135956.08,0.00,2.31,23.000,1995.287,34.23733,50.98542,0.38,1.00,1607.937,1684.217,2.31,1995.287,0.0962394,192.0252237,43.67601,111.3847,25.207472,80.504264,85.63937,4.165413901,8.62806614,0.38,
1943.25,97.69301,201.65,0.0987359,136425.83,0.00,2.01,0.000,2042.285,35.65247,53.29251,0.38,1.00,1623.066,1699.92,2.01,2042.285,0.0987359,201.6468475,44.31634,127.8,31.675347,86.484318,89.31848,4.158161583,8.542160897,0.38,
1943.50,98.4669,205.89,0.0982084,136877.17,0.00,1.96,0.000,2096.478,41.98225,47.36715,0.38,1.00,1638.406,1715.78,1.96,2096.478,0.0982084,205.89175,51.16812,142.6356,44.054256,86.558077,89.75216,4.150909264,8.456011336,0.38,
1943.75,102.8236,213.09,0.0986164,137291.67,0.00,1.52,0.000,2160.75,42.12795,51.1549,0.38,1.00,1653.96,1731.8,1.52,2160.75,0.0986164,213.0853863,51.23953,156.8813,45.683144,93.875624,93.68999,4.143656945,8.369747064,0.38,
1944.00,106.6704,218.04,0.0990216,137706.17,0.00,1.31,0.000,2201.991,39.50396,57.47154,0.38,1.00,1669.733,1747.979,1.31,2201.991,0.0990216,218.044672,48.4601,171.0257,40.0507,96.328038,97.39785,4.136404626,8.283491193,0.38,
1944.25,108.3807,222.39,0.1000056,138120.67,0.00,1.39,-34.000,2223.747,40.41321,58.12942,0.38,1.00,1685.73,1764.321,1.39,2223.747,0.1000056,222.387153,49.76635,184.8,45.199906,88.454265,99.01987,4.129152307,8.19735998,0.38,
1944.50,109.2759,227.59,0.101003,138524.58,0.00,1.27,0.000,2253.312,40.17277,58.70508,0.38,1.00,1701.954,1780.825,1.27,2253.312,0.101003,227.5912719,49.59789,199.2375,42.266526,90.784916,99.40089,4.121899988,8.111462715,0.38,
1944.75,110.4729,230.25,0.1010497,138907.33,0.00,0.94,19.400,2278.551,40.31006,59.69397,0.38,1.00,1718.409,1797.495,0.94,2278.551,0.1010497,230.246895,49.77567,213.2472,45.177198,96.407155,100.5814,4.11464767,8.025901873,0.38,
1945.00,110.6101,235.24,0.1011018,139290.08,1.00,1.02,0.000,2326.743,43.36826,56.78295,0.38,1.00,1735.101,1814.329,1.02,2326.743,0.1011018,235.2379054,53.33873,225.5732,48.512024,95.758367,100.8329,4.107395351,7.940773087,0.38,
1945.25,111.2853,238.28,0.101996,139672.83,1.00,1.11,0.000,2336.195,43.80049,57.23432,0.38,1.00,1752.032,1831.33,1.11,2336.195,0.101996,238.2825452,53.91016,235.2,44.680253,87.897554,101.7684,4.100143032,7.856164904,0.38,
1945.50,95.28404,226.78,0.1035646,140049.75,1.00,2.07,-41.000,2189.705,40.02625,45.74999,0.38,1.00,1769.21,1848.5,2.07,2189.705,0.1035646,226.7759224,49.69745,241.1266,43.747655,79.520152,86.47301,4.092890713,7.772158948,0.38,
1945.75,69.2205,211.66,0.1048576,140415.00,1.00,3.53,0.000,2018.557,38.805,27.03274,0.38,1.00,1786.636,1865.838,3.53,2018.557,0.1048576,211.6610425,48.65366,243.8005,40.256128,56.315155,66.52576,4.085638394,7.688830093,0.38,
1946.00,47.35505,212.56,0.1068402,140780.25,0.00,4.00,0.000,1989.508,35.14501,11.73199,0.38,1.00,1804.318,1883.347,4.00,1989.508,0.1068402,212.5594326,44.62789,243.9146,38.672876,43.62667,47.49998,4.078386075,7.606247513,0.38,
1946.25,41.58944,222.59,0.1100406,141145.50,0.00,4.03,0.000,2022.777,37.96055,1.731506,0.38,1.00,1822.26,1901.029,4.03,2022.777,0.1100406,222.5875947,48.39574,241.9,34.507346,41.466016,40.36481,4.071133757,7.524476222,0.38,
1946.50,41.00173,234.42,0.1204749,141617.08,0.00,3.73,3.700,1945.793,41.42546,-4.16711,0.38,1.00,1840.467,1918.882,3.73,1945.793,0.1204749,234.4192171,52.90344,238.2401,36.376092,31.985717,37.99241,4.063881438,7.443577624,0.38,
1946.75,42.85379,240.15,0.1273644,142301.33,0.00,4.03,0.000,1885.522,43.46898,-6.896389,0.38,1.00,1858.943,1936.911,4.03,1885.522,0.1273644,240.1483782,55.67294,233.6121,38.286777,33.154178,37.3428,4.056629119,7.363609629,0.38,
1947.00,40.1,243.09,0.12566,142985.58,0.00,3.77,0.000,1934.5,43.4,-11,0.38,1.00,1877.694,1955.115,3.77,1934.5,0.12566,243.08927,55.4,228.7103,39.991714,36.710472,33.3,4.047312248,7.284626435,0.38,
1947.25,40.3,246.27,0.12745,143669.83,0.00,4.06,7.800,1932.3,42.5,-9.799999,0.38,1.00,1896.727,1973.495,4.06,1932.3,0.12745,246.271635,54.8,224.3,39.401417,36.133626,33.4,4.064387138,7.206678901,0.38,
1947.50,39.8,250.11,0.12957,144334.75,0.00,4.05,0.000,1930.3,41.6,-6.700001,0.74,1.00,1916.045,1992.054,4.05,1930.3,0.12957,250.108971,54.4,221.1623,39.638603,32.132131,35.8,4.081461753,7.129814377,0.74,
1947.75,40,260.30,0.13276,144961.00,0.00,3.71,0.000,1960.7,43.8,-12,0.91,1.00,1935.655,2010.792,3.71,1960.7,0.13276,260.302532,57,218.9988,42.108044,28.175268,32.6,4.09853582,7.054077069,0.91,
1948.00,41.2,266.18,0.13379,145587.25,0.00,3.70,1.800,1989.5,44,-10.4,0.99,1.00,1955.562,2029.712,3.70,1989.5,0.13379,266.175205,57.9,217.4689,43.319489,30.270482,34.5,4.115609033,6.979508106,0.99,
1948.25,43.1,272.90,0.13497,146213.50,0.00,3.70,3.500,2021.9,42.5,-7.400002,1.00,1.00,1975.773,2048.813,3.70,2021.9,0.13497,272.895843,56.7,216.3,41.173869,28.478119,36.1,4.132680702,6.906145272,1.00,
1948.50,44.8,279.50,0.13747,146844.08,0.00,3.80,0.000,2033.2,41.6,-3.200001,1.05,1.00,1996.293,2068.098,3.80,2033.2,0.13747,279.504004,56.2,215.1939,39.850243,34.149573,39.3,4.149749718,6.834023073,1.05,
1948.75,46.8,280.65,0.13789,147483.33,1.00,3.80,0.000,2035.3,41.3,-1.099998,1.14,1.00,2017.129,2087.566,3.80,2035.3,0.13789,280.647517,56.2,214.3537,40.614546,40.222195,41,4.166814542,6.763172809,1.14,
1949.00,48.8,275.37,0.13717,148122.58,1.00,4.70,0.000,2007.5,39.9,3.099998,1.17,1.00,2025,2107.221,4.70,2007.5,0.13717,275.368775,55.2,213.9891,39.404739,40.613212,43.8,4.183873283,6.693622745,1.17,
1949.25,50.6,271.69,0.13579,148761.83,1.00,5.90,0.000,2000.8,37.9,7,1.17,1.00,2048,2127.063,5.90,2000.8,0.13579,271.688632,53.5,214.3,37.790477,40.355016,45.6,4.200923685,6.625398184,1.17,
1949.50,50.6,273.26,0.13509,149444.92,1.00,6.70,0.000,2022.8,37.4,7.899998,1.04,1.00,2071,2147.092,6.70,2022.8,0.13509,273.260052,53.3,215.4922,40.344402,46.427358,46.1,4.217964008,6.558522434,1.04,
