quarter,ngov,ngdp,pgdp,pop,recession,unemp,news,rgdp,nfedcurrreceipts_nipa,ndeficit_nipa,tbill,zlb_dummy,rgdp_potcbo,rgdp_pott6,unemp_altcr,rgdp_altcr,pgdp_altcr,ngdp_altcr,ntotrev_nipa,pubfeddebt_treas,fedrevq_treas,fedexpq_treas,nfedexp_nipa,hpunemp_split,hpunemp_full,tbill_interp,nydiscrate
1949.75,50.1,271.00,0.13518,150215.67,1.00,7.00,-2.000,2004.7,36.2,8,1.08,1.00,2095,2167.313,7.00,2004.7,0.13518,270.995346,52.3,217.014,41.285769,43.459296,44.9,4.23499421,6.493018079,1.08,
1950.00,49.2,281.21,0.1349,150986.42,0.00,6.40,0.000,2084.6,41.4,9.5,1.10,1.00,2119,2187.724,6.40,2084.6,0.1349,281.21254,57.9,218.3594,38.159964,40.730707,51.5,4.252016732,6.428907843,1.10,
1950.25,49.9,290.74,0.13538,151757.17,0.00,5.60,7.700,2147.6,45.5,-1,1.15,1.00,2144,2208.328,5.60,2147.6,0.13538,290.742088,62.5,219,37.981868,39.63064,45.2,4.269036779,6.366214959,1.15,
1950.50,50,308.51,0.13832,152488.25,0.00,4.60,179.400,2230.4,51.8,-11,1.22,1.00,2170,2229.124,4.60,2230.4,0.13832,308.508928,69.5,218.4232,43.878808,37.769733,41.5,4.286061705,6.304962628,1.22,
1950.75,53.9,320.32,0.1409,153140.00,0.00,4.20,124.000,2273.4,56.5,-11.2,1.34,1.00,2197,2250.117,4.20,2273.4,0.1409,320.32206,74.4,217.1273,49.013238,41.878892,45.9,4.303100194,6.245173289,1.34,
1951.00,62.3,336.36,0.14596,153791.75,0.00,3.50,4.100,2304.5,64.5,-11.9,1.37,1.00,2225,2271.306,3.50,2304.5,0.14596,336.36482,83.3,215.5986,55.832885,47.675209,53.3,4.320161245,6.186867672,1.37,
1951.25,70,344.45,0.14692,154443.50,0.00,3.10,0.000,2344.5,61.6,-1.5,1.49,0.00,2254,2292.691,3.10,2344.5,0.14692,344.45394,80.3,214.3,57.739074,54.732165,60.8,4.337253753,6.130064464,1.49,
1951.50,78.3,351.77,0.14701,155100.92,0.00,3.20,0.000,2392.8,60.9,6.700005,1.60,0.00,2284,2314.275,3.20,2392.8,0.14701,351.765528,79.9,213.743,59.435979,61.545493,68.3,4.354385794,6.074779665,1.60,
1951.75,83.6,356.57,0.14869,155769.67,0.00,3.40,0.000,2398.1,64.6,8.099998,1.61,0.00,2314,2336.061,3.40,2398.1,0.14869,356.573489,84.1,213.764,61.654563,67.82829,73.6,4.371564205,6.021026244,1.61,
1952.00,85.3,360.20,0.14863,156522.00,0.00,3.10,-0.500,2423.5,64.7,7.300003,1.57,0.00,2343,2358.048,3.10,2423.5,0.14863,360.204805,84.7,214.1804,67.969409,70.507248,72.9,4.38879467,5.968814296,1.57,
1952.25,89.2,361.41,0.14882,157142.00,0.00,3.00,-4.600,2428.5,64.8,10.9,1.65,0.00,2373,2380.236,3.00,2428.5,0.14882,361.40937,85.2,214.8,75.608049,70.862957,76.6,4.406081901,5.918151295,1.65,
1952.50,91.2,368.09,0.15048,157801.00,0.00,3.20,0.800,2446.1,65.3,13.5,1.78,0.00,2401,2402.629,3.20,2446.1,0.15048,368.089128,86.1,215.4762,67.833877,73.29321,79.7,4.423429321,5.869041846,1.78,
1952.75,93.7,381.26,0.15091,158505.00,0.00,2.80,0.000,2526.4,68.4,11.3,1.89,0.00,2429,2425.228,2.80,2526.4,0.15091,381.259024,89.8,216.254,72.410467,76.826564,80.5,4.440838948,5.821487635,1.89,
1953.00,96,388.48,0.15096,159164.00,0.00,2.70,-7.500,2573.4,70.1,10.7,1.98,0.00,2455,2448.031,2.70,2573.4,0.15096,388.480464,91.9,217.2039,70.18419,76.175389,81.8,4.458311575,5.775487681,1.98,
1953.25,98.2,392.27,0.15125,159752.00,0.00,2.60,-4.400,2593.5,70.5,13.39999,2.15,0.00,2479,2471.046,2.60,2593.5,0.15125,392.266875,92.5,218.4,68.003473,78.108829,84.7,4.475846354,5.73103798,2.15,
1953.50,96.9,391.68,0.15188,160450.00,1.00,2.70,-11.700,2578.9,69.5,12,1.96,0.00,2502,2494.272,2.70,2578.9,0.15188,391.683332,92,219.881,69.588504,75.026445,82.4,4.493440681,5.688131453,1.96,
1953.75,97,386.53,0.15219,161218.00,1.00,3.70,-1.000,2539.8,64.3,16.89999,1.47,0.00,2524,2517.706,3.70,2539.8,0.15219,386.532162,86.8,221.4962,68.34349,71.444792,82.2,4.511090075,5.646757888,1.47,
1954.00,95.1,385.92,0.15266,161909.00,1.00,5.30,0.000,2528,61.6,17.1,1.06,0.00,2545,2541.349,5.30,2528,0.15266,385.92448,84.5,223.0607,74.236067,68.079453,79.7,4.52878826,5.606904089,1.06,
1954.25,92.8,386.72,0.15281,162568.00,1.00,5.80,0.000,2530.7,61.7,14.8,0.79,0.00,2564,2565.209,5.80,2530.7,0.15281,386.716267,84.9,224.5,66.635924,68.869324,77.4,4.54652815,5.56855491,0.79,
1954.50,91.4,391.59,0.153,163295.00,0.00,6.00,-5.000,2559.4,62.3,12.3,0.88,0.00,2584,2589.285,6.00,2559.4,0.153,391.5882,85.9,225.6488,61.12049,70.503988,75.5,4.564303432,5.531694898,0.88,
1954.75,91.6,400.34,0.15343,164101.00,0.00,5.30,0.000,2609.3,64.4,10.6,1.02,0.00,2603,2613.574,5.30,2609.3,0.15343,400.344899,88.4,226.4096,61.345106,63.927517,75.9,4.582109043,5.496308834,1.02,
1955.00,92.2,413.76,0.15417,164805.00,0.00,4.70,4.900,2683.8,68.3,6.5,1.22,0.00,2622,2638.081,4.70,2683.8,0.15417,413.761446,93.1,226.7451,66.978725,70.374661,75.8,4.599941359,5.462381964,1.22,
1955.25,92.8,422.24,0.15481,165470.00,0.00,4.40,0.000,2727.5,70.3,4.400002,1.48,0.00,2642,2662.808,4.40,2727.5,0.15481,422.244275,95.5,226.6,72.359665,68.969836,75.6,4.617797472,5.429899342,1.48,
1955.50,94.4,430.92,0.1559,166199.00,0.00,4.10,0.000,2764.1,72,3.799995,1.86,0.00,2662,2687.757,4.10,2764.1,0.1559,430.92319,97.9,225.9109,69.527198,72.454584,76.7,4.635674574,5.398845254,1.86,
1955.75,93.6,437.78,0.15743,167016.00,0.00,4.20,0.000,2780.8,73.7,0.5,2.34,0.00,2683,2712.928,4.20,2780.8,0.15743,437.781344,100.2,224.8449,71.024694,69.072992,75.3,4.653569641,5.369202961,2.34,
1956.00,95.2,440.49,0.15902,167745.00,0.00,4.00,0.900,2770,74.2,0.5,2.33,0.00,2704,2738.315,4.00,2770,0.15902,440.4854,101.6,223.5635,77.185355,69.342159,75.8,4.67147911,5.340954423,2.33,
1956.25,98.6,446.78,0.15997,168439.00,0.00,4.20,0.600,2792.9,75.6,2.199997,2.57,0.00,2726,2763.934,4.20,2792.9,0.15997,446.780213,103.6,222.2,80.610745,71.690262,79.2,4.689398969,5.314080431,2.57,
1956.50,98.6,451.99,0.16197,169194.00,0.00,4.10,3.000,2790.6,75.4,2.800003,2.58,0.00,2748,2789.778,4.10,2790.6,0.16197,451.993482,104,220.8881,78.784334,71.294202,79.5,4.70732453,5.288560435,2.58,
1956.75,101.7,461.28,0.16264,170053.00,0.00,4.10,0.500,2836.2,78.2,3.099998,3.03,0.00,2771,2815.846,4.10,2836.2,0.16264,461.279568,107.4,219.8211,78.055675,76.411843,82.6,4.725250618,5.264372771,3.03,
1957.00,105.7,470.56,0.16485,170802.00,0.00,3.90,0.000,2854.5,80.4,4.5,3.10,0.00,2794,2842.141,3.90,2854.5,0.16485,470.564325,110.4,219.2224,79.854406,80.031371,86.2,4.74317145,5.241494587,3.10,
1957.25,106.2,472.83,0.16601,171504.00,0.00,4.10,2.400,2848.2,79.9,5.599998,3.14,0.00,2817,2868.671,4.10,2848.2,0.16601,472.829682,110.3,219.3,83.265578,78.574597,87.1,4.761080619,5.219901865,3.14,
1957.50,107.8,480.30,0.16701,172260.00,1.00,4.20,0.000,2875.9,79.9,6.599998,3.35,0.00,2842,2895.429,4.20,2875.9,0.16701,480.304059,110.6,220.2547,81.6896,82.297349,88,4.778970874,5.199569248,3.35,
1957.75,110.4,475.66,0.16711,173061.00,1.00,4.90,10.300,2846.4,77.1,12.6,3.31,0.00,2866,2922.422,4.90,2846.4,0.16711,475.661904,107.9,221.878,80.304362,82.431721,91,4.796834302,5.180470257,3.31,
1958.00,110.2,468.36,0.16892,173741.00,1.00,6.30,0.700,2772.7,73.6,15.8,1.76,0.00,2890,2949.642,6.30,2772.7,0.16892,468.364484,104.8,223.9625,78.63065,82.084302,90.8,4.814662411,5.162577414,1.76,
1958.25,114,472.78,0.1694,174404.00,1.00,7.40,0.000,2790.9,73.5,21.39999,0.96,0.00,2914,2977.104,7.40,2790.9,0.1694,472.77846,105.1,226.3,77.919394,82.806622,96.2,4.832446814,5.145862961,0.96,
1958.50,115.5,486.66,0.17043,175146.00,0.00,7.30,0.000,2855.5,76.7,18.9,1.68,0.00,2937,3004.805,7.30,2855.5,0.17043,486.662865,109.1,228.7065,78.072152,89.285545,96.9,4.850180609,5.130300277,1.68,
1958.75,118.4,500.39,0.17123,175957.00,0.00,6.40,0.000,2922.3,80.4,18.3,2.69,0.00,2961,3032.739,6.40,2922.3,0.17123,500.385429,113.6,231.0139,78.098539,91.584454,100,4.86785946,5.115864996,2.69,
1959.00,117.6,511.05,0.17169,176679.00,0.00,5.80,1.500,2976.6,84.6,14,2.77,0.00,2985,3060.912,5.80,2976.6,0.17169,511.052454,119.3,233.0564,79.57115,92.121635,99.9,4.885481481,5.102534919,2.77,
1959.25,119,524.25,0.17194,177367.00,0.00,5.10,0.000,3049,88.3,10.5,3.00,0.00,3010,3089.33,5.10,3049,0.17194,524.24506,123.5,234.7,81.254162,95.400364,100.1,4.903046319,5.090289135,3.00,
1959.50,119.9,525.18,0.17258,178102.00,0.00,5.30,0.000,3043.1,86.5,14.8,3.54,0.00,3035,3117.99,5.30,3043.1,0.17258,525.178198,123,235.7612,89.575679,91.628212,102.8,4.920554537,5.079107428,3.54,
1959.75,119,529.33,0.17326,178910.00,0.00,5.60,0.000,3055.1,87.1,14,4.23,0.00,3061,3146.895,5.60,3055.1,0.17326,529.326626,124.4,236.3986,91.189658,94.807211,102.6,4.938006892,5.068969592,4.23,
1960.00,117.4,543.34,0.17397,179590.00,0.00,5.10,0.000,3123.2,95.2,3.099998,3.87,0.00,3089,3176.041,5.10,3123.2,0.17397,543.343104,134.5,236.7101,93.231829,93.466998,99.9,4.955404521,5.059855642,3.87,
1960.25,118.9,542.70,0.17443,180224.00,1.00,5.20,2.900,3111.3,93.9,6.300003,2.99,0.00,3118,3205.436,5.20,3111.3,0.17443,542.704059,134,236.8,95.970822,88.861587,102,4.972749225,5.051746124,2.99,
1960.50,122.9,546.03,0.17506,180951.00,1.00,5.50,0.000,3119.1,93.3,9.199997,2.36,0.00,3149,3235.077,5.50,3119.1,0.17506,546.029646,134,236.7696,95.086274,95.060568,104.2,4.990042948,5.044621625,2.36,
1960.75,124.9,541.08,0.1756,181789.00,1.00,6.30,0.000,3081.3,91.8,12.8,2.31,0.00,3181,3264.971,6.30,3081.3,0.1756,541.07628,133.1,236.8604,94.280308,95.706929,106.6,5.007287861,5.03846288,2.31,
1961.00,126.8,545.94,0.17598,182516.00,1.00,6.80,7.700,3102.3,91.8,14.7,2.35,0.00,3214,3295.114,6.80,3102.3,0.17598,545.942754,133.9,237.3192,93.290618,97.234101,108.5,5.024486646,5.033251078,2.35,
1961.25,127.9,557.44,0.17641,183220.00,0.00,7.00,31.100,3159.9,93.8,16,2.30,0.00,3248,3325.512,7.00,3159.9,0.17641,557.437959,136.7,238.3999,94.894801,102.8904,111.6,5.041643277,5.02896867,2.30,
1961.50,130.6,568.21,0.17687,183964.00,0.00,6.80,3.500,3212.6,95.6,15,2.30,0.00,3282,3356.161,6.80,3212.6,0.17687,568.212562,139.5,240.3459,93.678834,101.46396,112.6,5.058763505,5.025599876,2.30,
1961.75,134.2,581.63,0.17745,184774.00,0.00,6.20,-1.000,3277.7,99.1,13.3,2.46,0.00,3317,3387.068,6.20,3277.7,0.17745,581.627865,144,242.8354,97.651589,108.74985,114.4,5.075855036,5.023130883,2.46,
1962.00,137.8,595.19,0.17837,185448.00,0.00,5.60,2.000,3336.8,100.6,16.5,2.72,0.00,3351,3418.226,5.60,3336.8,0.17837,595.185016,146.3,245.5069,102.1094,110.97394,118.9,5.092927321,5.021549657,2.72,
1962.25,139.1,602.57,0.17866,186092.00,0.00,5.50,0.000,3372.7,102.1,16.39999,2.72,0.00,3387,3449.648,5.50,3372.7,0.17866,602.566582,148.5,247.9999,105.26419,106.09624,120.7,5.109990932,5.020845337,2.72,
1962.50,142.7,609.56,0.17903,186795.00,0.00,5.60,0.000,3404.8,104.4,15.8,2.84,0.00,3423,3481.333,5.60,3404.8,0.17903,609.561344,151.8,250.0177,107.57239,104.4365,122.3,5.127056951,5.021007643,2.84,
1962.75,144.2,613.12,0.17938,187564.00,0.00,5.50,0.000,3418,105.6,16.39999,2.81,0.00,3460,3513.271,5.50,3418,0.17938,613.12084,153.6,251.6453,106.07479,104.92041,124.2,5.144136848,5.022026772,2.81,
1963.00,144.4,622.69,0.18017,188204.00,0.00,5.80,0.000,3456.1,108.7,13.1,2.91,0.00,3497,3545.472,5.80,3456.1,0.18017,622.685537,157.4,252.9649,106.60915,117.01555,123.9,5.161242566,5.023893502,2.91,
1963.25,144.8,631.84,0.18047,188796.00,0.00,5.70,0.000,3501.1,110.9,11,2.94,0.00,3534,3577.941,5.70,3501.1,0.18047,631.843517,160.6,253.9999,105.98366,118.89154,124.2,5.178386406,5.026599088,2.94,
1963.50,150.6,644.97,0.18069,189500.00,0.00,5.50,-7.100,3569.5,112.1,12.9,3.29,0.00,3572,3610.683,5.50,3569.5,0.18069,644.972955,163,254.799,113.39093,121.40089,127.4,5.195581304,5.030135561,3.29,
1963.75,151.7,654.87,0.18216,190255.00,0.00,5.60,0.000,3595,113.7,12.5,3.50,0.00,3610,3643.683,5.60,3595,0.18216,654.8652,165.4,255.4637,115.37158,119.69552,128.3,5.212840721,5.034495625,3.50,
1964.00,153.3,671.15,0.18274,190858.00,0.00,5.50,-4.600,3672.7,112.3,16,3.53,0.00,3648,3676.95,5.50,3672.7,0.18274,671.149198,165.4,256.0943,113.96288,116.69315,130.5,5.230178421,5.039672456,3.53,
1964.25,155.1,680.77,0.18318,191453.00,0.00,5.20,0.000,3716.4,108.6,20.5,3.48,0.00,3686,3710.492,5.20,3716.4,0.18318,680.770152,162.8,256.7999,107.7266,116.32243,131.7,5.247608555,5.045659793,3.48,
1964.50,156.8,692.81,0.18392,192132.00,0.00,5.00,0.000,3766.9,111.4,17.1,3.50,0.00,3725,3744.308,5.00,3766.9,0.18392,692.808248,166.8,257.6572,112.81232,115.74282,131.2,5.265145544,5.052451836,3.50,
1964.75,156.9,698.43,0.18476,192839.00,0.00,5.00,0.000,3780.2,113,14.2,3.68,0.00,3764,3778.392,5.00,3780.2,0.18476,698.429752,169.1,258.6403,113.9548,117.82197,129.9,5.282803763,5.060042941,3.68,
1965.00,157.8,719.27,0.18569,193385.00,0.00,4.90,2.200,3873.5,119,9.599991,3.89,0.00,3804,3812.75,4.90,3873.5,0.18569,719.270215,176.3,259.6909,116.85987,114.41654,131.4,5.300597318,5.068427409,3.89,
1965.25,160.6,732.35,0.18652,193895.00,0.00,4.70,1.400,3926.4,120.9,9.899994,3.87,0.00,3844,3847.392,4.70,3926.4,0.18652,732.352128,179.4,260.7999,123.64101,124.93066,133.4,5.318540037,5.077599482,3.87,
1965.50,167.6,750.20,0.18726,194531.00,0.00,4.40,14.000,4006.2,119.2,17.8,3.87,0.00,3885,3882.307,4.40,4006.2,0.18726,750.201012,179,261.8944,125.12716,118.56588,139.9,5.336645343,5.087553234,3.87,
1965.75,173.5,773.09,0.18853,195188.00,0.00,4.10,0.000,4100.6,122.6,18.1,4.17,0.00,3927,3917.506,4.10,4100.6,0.18853,773.086118,183.8,262.8686,122.10848,128.22012,143.7,5.354926044,5.098282362,4.17,
1966.00,177.9,797.31,0.18975,195686.00,0.00,3.90,0.000,4201.9,132,15,4.61,0.00,3970,3952.975,3.90,4201.9,0.18975,797.310525,194.6,263.5282,130.17407,141.75551,150.1,5.373394009,5.109779874,4.61,
1966.25,182.6,807.16,0.19131,196183.00,0.00,3.80,1.000,4219.1,136.7,15.40001,4.59,0.00,4014,3988.738,3.80,4219.1,0.19131,807.156021,200.6,263.6999,145.93032,149.58648,155.3,5.392059853,5.12203778,4.59,
1966.50,190.4,820.82,0.19317,196769.00,0.00,3.80,11.000,4249.2,139.1,19.59999,5.04,0.00,4059,4024.787,3.80,4249.2,0.19317,820.817964,204.6,263.2574,144.97049,169.38907,161.7,5.410932717,5.135046881,5.04,
1966.75,194.7,834.88,0.19481,197392.00,0.00,3.70,21.800,4285.6,141.8,22,5.21,0.00,4105,4061.111,3.70,4285.6,0.19481,834.877736,208.5,263.0884,140.67158,174.07579,166.7,5.430020151,5.148796655,5.21,
1967.00,203.6,846.04,0.19562,197888.00,0.00,3.80,38.800,4324.9,142.6,30.8,4.51,0.00,4152,4097.723,3.80,4324.9,0.19562,846.036938,210.6,263.9986,149.85963,147.61734,176.5,5.449328094,5.163275245,4.51,
1967.25,204.8,851.07,0.19661,198369.00,0.00,3.80,6.000,4328.7,143.7,29.09999,3.66,0.00,4198,4134.634,3.80,4328.7,0.19661,851.065707,212.7,266.5999,159.78633,138.77382,175.7,5.468860753,5.178469347,3.66,
1967.50,209.4,866.63,0.19849,198912.00,0.00,3.80,3.800,4366.1,147.2,31,4.30,0.00,4245,4171.838,3.80,4366.1,0.19849,866.627189,218.9,272.4353,147.64352,175.82246,181.5,5.488620689,5.194364292,4.30,
1967.75,214.4,883.19,0.20067,199489.00,0.00,3.90,-10.000,4401.2,151.5,29,4.75,0.00,4291,4209.321,3.90,4401.2,0.20067,883.188804,225.5,279.352,149.53262,171.4153,183.5,5.508608791,5.210944032,4.75,
1968.00,220.9,911.14,0.2029,199928.00,0.00,3.70,5.000,4490.6,160.3,25.79999,5.05,0.00,4337,4247.099,3.70,4490.6,0.2029,911.14274,237.6,285.701,154.67412,180.32062,188.9,5.528824261,5.228191126,5.05,
1968.25,224.8,936.29,0.20504,200368.00,0.00,3.60,-23.300,4566.4,165,27.5,5.52,0.00,4382,4285.176,3.60,4566.4,0.20504,936.294656,244.4,289.4998,160.04177,184.97763,195.6,5.549264692,5.246086822,5.52,
1968.50,228.6,952.33,0.20706,200900.00,0.00,3.50,0.000,4599.3,176.1,19.10001,5.20,0.00,4428,4323.549,3.50,4599.3,0.20706,952.331058,258,288.8941,179.75354,173.55242,198.5,5.569925848,5.264610838,5.20,
1968.75,232.7,970.11,0.20999,201459.00,0.00,3.40,0.000,4619.8,180.9,18.3,5.59,0.00,4473,4362.22,3.40,4619.8,0.20999,970.111802,264.8,285.6723,184.14441,186.22164,202.6,5.590801544,5.28374125,5.59,
1969.00,235,995.42,0.21217,201888.00,0.00,3.40,0.000,4691.6,190.3,7.5,6.09,0.00,4518,4401.194,3.40,4691.6,0.21217,995.416772,277.1,281.5141,189.69696,189.48501,201.3,5.611883525,5.303454364,6.09,
1969.25,238.2,1011.38,0.21488,202333.00,0.00,3.40,0.000,4706.7,193.4,8.5,6.20,0.00,4563,4440.467,3.40,4706.7,0.21488,1011.375696,282.6,278.0998,193.93311,185.30092,205.6,5.633161346,5.323724606,6.20,
1969.50,244,1032.00,0.2179,202881.00,0.00,3.60,0.000,4736.1,191.1,15.90001,7.02,0.00,4607,4480.046,3.60,4736.1,0.2179,1031.99619,283.4,276.8687,194.71833,192.05958,210.6,5.654622349,5.344524498,7.02,
1969.75,244.3,1040.76,0.22071,203492.00,0.00,3.60,0.000,4715.5,192.5,17.79999,7.35,0.00,4650,4519.932,3.60,4715.5,0.22071,1040.758005,287.1,277.5207,196.85002,195.36886,213.9,5.676251643,5.365824637,7.35,
1970.00,249.4,1053.54,0.22382,204004.00,1.00,4.20,-5.000,4707.1,186.4,28,7.21,0.00,4692,4560.115,4.20,4707.1,0.22382,1053.543122,283.8,279.7393,188.74097,193.49599,218.2,5.698032283,5.387593876,7.21,
1970.25,250.7,1070.11,0.22694,204613.00,1.00,4.80,-3.000,4715.4,187.4,37,6.68,0.00,4733,4600.621,4.80,4715.4,0.22694,1070.112876,287,283.1998,190.91869,201.67158,228.1,5.719945246,5.409799304,6.68,
1970.50,256.2,1088.45,0.2288,205296.00,1.00,5.20,0.000,4757.2,183.8,42.90001,6.33,0.00,4772,4641.429,5.20,4757.2,0.2288,1088.44736,285.7,287.606,187.80006,209.09192,230.3,5.741970014,5.432406819,6.33,
1970.75,260.4,1091.48,0.23182,206017.00,1.00,5.80,0.000,4708.3,182.9,48,5.35,0.00,4811,4682.546,5.80,4708.3,0.23182,1091.478106,286.3,292.4808,186.13582,200.92577,234.6,5.764085146,5.455381712,5.35,
1971.00,263.7,1137.80,0.23536,206663.00,0.00,5.90,0.000,4834.3,187.5,44.09999,3.84,0.00,4850,4723.973,5.90,4834.3,0.23536,1137.800848,294.2,297.6926,187.6199,209.6352,235.4,5.786268661,5.47868904,3.84,
1971.25,268,1159.37,0.23846,207262.00,0.00,5.90,0.000,4861.9,190.4,53.8,4.25,0.00,4888,4765.725,5.90,4861.9,0.23846,1159.368674,300.1,302.9998,187.00025,221.0351,248,5.808498613,5.502294206,4.25,
1971.50,271.7,1180.31,0.24088,207885.00,0.00,6.00,0.000,4900,190.8,53.39999,5.01,0.00,4925,4807.791,6.00,4900,0.24088,1180.312,303.8,307.8139,194.56199,219.46297,248.4,5.83075317,5.526163034,5.01,
1971.75,274,1193.59,0.24288,208547.00,0.00,5.90,0.000,4914.3,194.1,50.90001,4.23,0.00,4963,4850.178,5.90,4914.3,0.24288,1193.585184,310.4,312.4666,199.98424,222.01316,251.6,5.853010593,5.550261743,4.23,
1972.00,284.3,1233.79,0.24664,209063.00,0.00,5.80,0.000,5002.4,213.1,44.10001,3.44,0.00,5002,4892.873,5.80,5002.4,0.24664,1233.791936,334.3,317.3089,205.52888,233.68458,263.6,5.875249308,5.574557031,3.44,
1972.25,289,1270.11,0.24815,209552.00,0.00,5.70,0.000,5118.3,216.5,53.10001,3.77,0.00,5041,4935.892,5.70,5118.3,0.24815,1270.106145,341.6,322.3998,229.16092,247.56329,274.2,5.897447793,5.59901594,3.77,
1972.50,286.3,1293.83,0.25048,210083.00,0.00,5.60,0.000,5165.4,219.4,40.39999,4.22,0.00,5081,4979.247,5.60,5165.4,0.25048,1293.829392,347.1,327.8957,221.72768,225.95418,264.8,5.919584448,5.623605743,4.22,
1972.75,293.5,1332.02,0.25366,210652.00,0.00,5.40,0.000,5251.2,227.1,54.79999,4.86,0.00,5122,5022.92,5.40,5251.2,0.25366,1332.019392,358.6,333.4542,224.07285,243.72715,287.3,5.941637475,5.648293809,4.86,
1973.00,301.3,1380.69,0.25661,211120.00,0.00,4.90,0.000,5380.5,242.5,36.90001,5.70,0.00,5165,5066.913,4.90,5380.5,0.25661,1380.690105,377.7,338.0727,236.06978,256.76736,285.1,5.963584759,5.673047487,5.70,
1973.25,304.9,1417.62,0.26052,211581.00,0.00,4.90,0.000,5441.5,246.5,42.09999,6.60,0.00,5209,5111.243,4.90,5441.5,0.26052,1417.61958,383.9,340.8998,241.32567,256.37932,293.3,5.985403641,5.697833876,6.60,
1973.50,305.6,1436.81,0.26549,212097.00,0.00,4.80,-5.000,5411.9,249.6,31.20001,8.32,0.00,5255,5155.907,4.80,5411.9,0.26549,1436.805331,390.5,341.2236,254.71008,259.71774,285.6,6.007070399,5.722619303,8.32,
1973.75,313.7,1479.05,0.27077,212631.00,1.00,4.80,5.000,5462.4,258.4,30.89999,7.50,0.00,5302,5200.892,4.80,5462.4,0.27077,1479.054048,402.1,340.7457,262.45999,259.06331,294.5,6.028560226,5.747369295,7.50,
1974.00,326.1,1494.66,0.27592,213072.00,1.00,5.10,0.000,5417,265.9,34.29999,7.62,0.00,5351,5246.213,5.10,5417,0.27592,1494.65864,411.4,341.0189,261.27597,272.05997,305.5,6.049847109,5.772048458,7.62,
1974.25,337.3,1534.23,0.28248,213520.00,1.00,5.20,0.000,5431.3,276.4,29,8.15,0.00,5400,5291.87,5.20,5431.3,0.28248,1534.233624,426.5,343.6998,274.44996,286.59501,310.3,6.070903803,5.796620452,8.15,
1974.50,348.3,1563.43,0.29067,214047.00,1.00,5.60,0.000,5378.7,287.5,39.69998,8.19,0.00,5451,5337.868,5.60,5378.7,0.29067,1563.426729,442.4,350.4787,286.92895,304.13543,331.8,6.091702117,5.821048262,8.19,
1974.75,360.8,1603.03,0.29923,214619.00,1.00,6.60,0.000,5357.2,284.2,53.39999,7.36,0.00,5501,5384.198,6.60,5357.2,0.29923,1603.034956,439.7,361.0146,291.73162,319.59926,342,6.112212988,5.845294279,7.36,
1975.00,371.7,1619.53,0.30601,215065.00,1.00,8.30,0.000,5292.4,277.8,79.70001,5.75,0.00,5551,5430.859,8.30,5292.4,0.30601,1619.527324,435.1,375.4536,286.77054,342.11138,362,6.132406859,5.869320671,5.75,
1975.25,375.8,1656.44,0.31059,215548.00,0.00,8.90,0.000,5333.2,244.8,134.4,5.39,0.00,5599,5477.882,8.90,5333.2,0.31059,1656.438588,406.2,394.6998,250.92887,363.48193,384.1,6.152254663,5.893090362,5.39,
1975.50,387,1713.81,0.31612,216187.00,0.00,8.50,0.000,5421.4,288.2,99,6.33,0.00,5647,5525.244,8.50,5421.4,0.31612,1713.812968,455.3,414.9842,283.73881,371.8734,392.4,6.171729501,5.916568705,6.33,
1975.75,397.3,1765.85,0.32139,216763.00,0.00,8.30,0.000,5494.4,296.5,100.6,5.63,0.00,5694,5572.951,8.30,5494.4,0.32139,1765.845216,467.2,436.196,292.74626,374.44718,402.1,6.19080722,5.939724062,5.63,
1976.00,402.9,1824.50,0.32473,217242.00,0.00,7.70,4.000,5618.5,312.1,89.10001,4.92,0.00,5740,5620.984,7.70,5618.5,0.32473,1824.495505,488.9,457.222,299.333,367.69138,406.4,6.209465997,5.962527378,4.92,
1976.25,403.2,1856.98,0.32803,217691.00,0.00,7.60,0.000,5661,319,80.89999,5.16,0.00,5786,5669.394,7.60,5661,0.32803,1856.97783,499.6,477.3998,316.42191,373.156,405.4,6.227686116,5.984951957,5.16,
1976.50,404.9,1890.49,0.33226,218236.00,0.00,7.70,0.000,5689.8,326.7,85.09998,5.15,0.00,5832,5718.139,7.70,5689.8,0.33226,1890.492948,511.1,496.9367,329.02444,394.27804,417.3,6.245449355,6.006972841,5.15,
1976.75,412.3,1938.44,0.33815,218828.00,0.00,7.80,0.000,5732.5,332.6,91.29999,4.67,0.00,5880,5767.237,7.80,5732.5,0.33815,1938.444875,521.9,515.3089,342.42241,400.4952,430,6.26273886,6.028566688,4.67,
1977.00,422.7,1992.55,0.34359,219342.00,0.00,7.50,0.000,5799.2,347.3,76.60001,4.63,0.00,5929,5816.684,7.50,5799.2,0.34359,1992.547128,542.5,532.4595,364.49875,409.53474,435.9,6.279539235,6.049711847,4.63,
1977.25,433.1,2060.15,0.34841,219863.00,0.00,7.10,0.000,5913,361.3,76.80002,4.84,0.00,5979,5866.488,7.10,5913,0.34841,2060.14833,561.9,549.0997,386.29036,432.56398,443.6,6.29583662,6.070388442,4.84,
1977.50,439.1,2122.41,0.3527,220462.00,0.00,6.90,-5.000,6017.6,367.9,81.89999,5.50,0.00,6031,5916.663,6.90,6017.6,0.3527,2122.40752,573.8,565.9238,376.49926,439.09246,455.5,6.311618375,6.090578044,5.50,
