   1056.5000      143839.00    
   1063.2000      144479.00    
   1067.1000      145182.00    
   1080.0000      145866.00    
   1086.8000      146432.00    
   1106.1000      147021.00    
   1116.3000      147673.00    
   1125.5000      148383.00    
   1112.4000      148967.00    
   1105.9000      149563.00    
   1114.3000      150247.00    
   1103.3000      150931.00    
   1148.2000      151529.00    
   1181.0000      152064.00    
   1225.3000      152750.00    
   1260.2000      153415.00    
   1286.6000      154019.00    
   1320.4000      154649.00    
   1349.8000      155373.00    
   1356.0000      156093.00    
   1369.2000      156731.00    
   1365.9000      157343.00    
   1378.2000      158053.00    
   1406.8000      158757.00    
   1431.4000      159349.00    
   1444.9000      159956.00    
   1438.2000      160718.00    
   1426.6000      161453.00    
   1406.8000      162124.00    
   1401.2000      162790.00    
   1418.0000      163570.00    
   1438.8000      164349.00    
   1469.6000      165018.00    
   1485.7000      165695.00    
   1505.5000      166473.00    
   1518.7000      167270.00    
   1515.7000      167977.00    
   1522.6000      168659.00    
   1523.7000      169488.00    
   1540.6000      170315.00    
   1553.3000      171029.00    
   1552.4000      171741.00    
   1561.5000      172538.00    
   1537.3000      173298.00    
   1506.1000      173945.00    
   1514.2000      174639.00    
   1550.0000      175413.00    
   1586.7000      176207.00    
   1606.4000      176905.00    
   1637.0000      177591.00    
   1629.5000      178376.00    
   1643.4000      179153.00    
   1671.6000      179788.00    
   1666.8000      180444.00    
   1668.4000      181238.00    
   1654.1000      182042.00    
   1671.3000      182742.00    
   1692.1000      183452.00    
   1716.3000      184243.00    
   1754.9000      185016.00    
   1777.9000      185650.00    
   1796.4000      186314.00    
   1813.1000      187058.00    
   1810.1000      187796.00    
   1834.6000      188387.00    
   1860.0000      189018.00    
   1892.5000      189761.00    
   1906.1000      190472.00    
   1948.7000      191047.00    
   1965.4000      191666.00    
   1985.2000      192376.00    
   1993.7000      193039.00    
   2036.9000      193540.00    
   2066.4000      194087.00    
   2099.3000      194761.00    
   2147.6000      195372.00    
   2190.1000      195831.00    
   2195.8000      196372.00    
   2218.3000      196984.00    
   2229.2000      197572.00    
   2241.8000      198037.00    
   2255.2000      198537.00    
   2287.7000      199113.00    
   2300.6000      199657.00    
   2327.3000      200056.00    
   2366.9000      200536.00    
   2385.3000      201095.00    
   2383.0000      201621.00    
   2416.5000      202023.00    
   2419.8000      202507.00    
   2433.2000      203090.00    
   2423.5000      203675.00    
   2408.6000      204156.00    
   2406.5000      204830.00    
   2435.8000      205540.00    
   2413.8000      206238.00    
   2478.6000      206855.00    
   2478.4000      207462.00    
   2491.1000      208114.00    
   2491.0000      208740.00    
   2545.6000      209212.00    
   2595.1000      209725.00    
   2622.1000      210278.00    
   2671.3000      210821.00    
   2734.0000      211254.00    
   2741.0000      211746.00    
   2738.3000      212289.00    
   2762.8000      212785.00    
   2747.4000      213211.00    
   2755.2000      213686.00    
   2719.3000      214246.00    
   2695.4000      214782.00    
   2642.7000      215198.00    
   2669.6000      215768.00    
   2714.9000      216393.00    
   2752.7000      216931.00    
   2804.4000      217381.00    
   2816.9000      217861.00    
   2828.6000      218440.00    
   2856.8000      219006.00    
   2896.0000      219504.00    
   2942.7000      220046.00    
   3001.8000      220688.00    
   2994.1000      221303.00    
   3020.5000      221792.00    
   3115.9000      222379.00    
   3142.6000      223053.00    
   3181.6000      223670.00    
   3181.7000      224235.00    
   3178.7000      224843.00    
   3207.4000      225547.00    
   3201.3000      226243.00    
   3233.4000      226849.00    
   3157.0000      227544.00    
   3159.1000      228231.00    
   3199.2000      228861.00    
   3261.1000      229349.00    
   3250.2000      229925.00    
   3264.6000      230613.00    
   3219.0000      231222.00    
   3170.4000      231743.00    
   3179.9000      232309.00    
   3154.5000      232962.00    
   3159.3000      233559.00    
   3186.6000      234054.00    
   3258.3000      234599.00    
   3306.4000      235225.00    
   3365.1000      235796.00    
   3451.7000      236280.00    
   3498.0000      236807.00    
   3520.6000      237447.00    
   3535.2000      238039.00    
   3577.5000      238500.00    
   3599.2000      239074.00    
   3635.8000      239736.00    
   3662.4000      240355.00    
   3721.1000      240851.00    
   3704.6000      241422.00    
   3712.4000      242070.00    
   3733.6000      242663.00    
   3781.2000      243162.00    
   3820.3000      243733.00    
   3858.9000      244390.00    
   3920.7000      245021.00    
   3970.2000      245532.00    
   4005.8000      246075.00    
   4032.1000      246790.00    
   4059.3000      247427.00    
   4095.7000      247935.00    
   4112.2000      248535.00    
   4129.7000      249249.00    
   4133.2000      249928.00    
   4150.6000      250474.00    
   4155.1000      251142.00    
   4170.0000      251890.00    
